cust_key,customer_id,age,gender,tenure_months,credit_score,num_products,is_churned,churn_month,clv_ltv,avg_monthly_balance,avg_ticket_res_time_hrs,total_tickets,high_severity_tickets,offers_received,offers_accepted,offer_acceptance_rate,dw_start_date,dw_end_date,is_current,geography
2952,15640280,39,Male,48,850,3,0,NULL,12511.33,130326.38208333332,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
2953,15640377,36,Female,0,526,2,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
2957,15640421,35,Female,84,811,1,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
2958,15640442,31,Male,48,717,1,0,NULL,12212.78,127216.50250000005,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
2960,15640464,41,Male,60,605,1,0,NULL,11065.34,92211.15750000003,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
2961,15640491,33,Female,120,464,1,0,NULL,35161.68,146506.99583333335,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,France
2964,15640580,47,Female,108,650,1,0,NULL,0.0,0.0,12.22,1,1,5,0,0.0,2024-12-31,9999-12-31,1,France
2966,15640635,29,Male,96,769,3,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
2967,15640648,36,Male,72,698,2,0,NULL,0.0,0.0,NULL,1,0,4,0,0.0,2024-12-31,9999-12-31,1,France
2968,15640667,41,Female,48,662,1,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
2969,15640686,46,Male,60,700,2,1,2024-05,11564.51,96370.95529411767,-1.67,2,0,4,0,0.0,2024-12-31,9999-12-31,1,France
2970,15640769,63,Male,96,660,1,0,NULL,26005.92,135447.49999999997,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
2971,15640789,38,Male,48,711,1,0,NULL,11729.36,122180.80541666671,-19.23,3,1,1,0,0.0,2024-12-31,9999-12-31,1,France
2977,15640866,29,Female,36,718,1,0,NULL,0.0,0.0,1.05,3,2,2,0,0.0,2024-12-31,9999-12-31,1,France
2979,15640917,43,Male,60,633,1,0,NULL,0.0,0.0,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,France
2980,15640922,52,Female,84,791,1,0,NULL,0.0,0.0,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
2981,15640953,26,Female,24,611,2,0,NULL,5274.4,109883.32916666665,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
2983,15641007,38,Female,48,614,1,0,NULL,6908.53,71963.87083333333,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
2984,15641009,37,Male,36,544,1,0,NULL,6174.09,85751.30500000001,NULL,1,1,4,0,0.0,2024-12-31,9999-12-31,1,France
2986,15641091,31,Female,60,695,1,0,NULL,12599.84,104998.69166666665,1.56,2,0,3,0,0.0,2024-12-31,9999-12-31,1,France
2987,15641110,41,Male,0,708,1,0,NULL,0.0,0.0,NULL,1,1,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
2988,15641114,37,Male,96,701,1,0,NULL,25161.67,131050.38541666667,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
2989,15641122,30,Male,24,684,3,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
2990,15641136,32,Male,24,629,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
2998,15641312,36,Male,72,615,1,1,2024-09,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3003,15641411,23,Female,12,756,2,0,NULL,2654.64,110610.15541666665,7.15,4,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3006,15641474,46,Male,108,638,2,0,NULL,30655.66,141924.35041666665,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3007,15641480,32,Male,60,571,2,0,NULL,15855.36,132128.02791666667,7.12,2,2,2,0,0.0,2024-12-31,9999-12-31,1,France
3009,15641575,37,Male,24,577,1,0,NULL,6082.04,126709.10999999997,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3011,15641585,40,Male,72,850,2,0,NULL,13591.81,94387.5575,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3013,15641604,55,Female,120,850,1,1,2024-04,24249.81,101040.881875,-9.08,2,2,5,1,0.2,2024-12-31,9999-12-31,1,France
3016,15641655,26,Female,24,700,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3018,15641675,49,Female,24,611,3,1,2024-01,4182.69,87139.27461538461,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3021,15641715,34,Male,96,599,3,0,NULL,0.0,0.0,11.73,3,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3022,15641732,36,Female,36,543,1,0,NULL,0.0,0.0,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
3023,15641733,34,Female,60,671,1,0,NULL,19519.04,162658.63458333333,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3025,15641782,31,Female,84,540,2,1,2024-02,0.0,0.0,0.17500000000000004,4,3,0,0,NULL,2024-12-31,9999-12-31,1,France
3026,15641794,33,Male,60,698,1,0,NULL,16398.86,136657.15875000003,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3027,15641822,19,Female,12,648,2,0,NULL,0.0,0.0,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
3028,15641835,72,Male,36,683,1,0,NULL,10103.2,140322.235,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3029,15641850,40,Male,0,717,1,0,NULL,0.0,98891.49166666668,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,France
3031,15641877,47,Male,108,681,1,0,NULL,20969.79,97082.37791666668,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3035,15642002,35,Female,72,554,2,1,2024-04,17202.66,119462.93937499997,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3036,15642004,25,Male,12,686,2,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3039,15642063,40,Male,72,692,2,0,NULL,23710.57,164656.74916666665,NULL,1,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3040,15642093,30,Male,84,646,2,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3044,15642160,38,Male,60,850,2,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3048,15642291,23,Male,96,685,1,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3049,15642336,42,Female,108,669,1,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3054,15642468,42,Male,108,697,3,0,NULL,29061.39,134543.49291666667,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3055,15642515,42,Female,12,620,1,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3057,15642544,34,Male,60,723,2,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3061,15642636,29,Male,108,755,1,0,NULL,25075.24,116089.07374999998,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3063,15642709,30,Female,108,474,3,0,NULL,0.0,0.0,2.95,2,1,3,0,0.0,2024-12-31,9999-12-31,1,France
3064,15642710,26,Male,84,686,1,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3065,15642725,32,Male,120,797,1,0,NULL,28116.01,117150.04125000005,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3066,15642726,53,Male,36,611,1,0,NULL,6232.87,86567.68041666667,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3067,15642785,34,Male,60,479,1,0,NULL,13828.28,115235.64333333333,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3068,15642787,37,Male,12,572,1,0,NULL,3281.06,136710.71166666667,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3069,15642816,27,Female,84,850,3,0,NULL,7560.95,45005.631250000006,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3072,15642833,30,Female,96,608,2,0,NULL,0.0,0.0,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,France
3073,15642870,58,Male,108,677,1,0,NULL,0.0,0.0,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3074,15642885,30,Male,96,792,3,0,NULL,0.0,0.0,NULL,1,0,2,1,0.5,2024-12-31,9999-12-31,1,France
3075,15642912,21,Female,24,618,2,0,NULL,5923.29,123401.78291666665,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3077,15642937,46,Female,84,550,1,0,NULL,0.0,0.0,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3080,15642997,36,Female,24,655,1,0,NULL,6836.27,142422.35833333337,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3083,15643048,66,Male,0,639,2,0,NULL,0.0,0.0,-8.21,6,1,0,0,NULL,2024-12-31,9999-12-31,1,France
3086,15643158,40,Female,108,598,2,1,2024-03,0.0,0.0,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3089,15643229,31,Female,72,671,2,0,NULL,0.0,0.0,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3090,15643294,33,Female,96,703,1,0,NULL,35971.68,187352.48416666666,-11.57,1,1,1,0,0.0,2024-12-31,9999-12-31,1,France
3091,15643330,37,Male,24,594,2,0,NULL,0.0,0.0,6.05,1,1,1,0,0.0,2024-12-31,9999-12-31,1,France
3094,15643378,42,Male,12,744,1,0,NULL,2710.97,112957.22500000002,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3095,15643392,31,Male,48,742,1,0,NULL,10162.01,105854.23166666664,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3097,15643438,20,Male,84,850,2,0,NULL,0.0,0.0,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3098,15643439,47,Male,120,537,2,0,NULL,0.0,0.0,-3.83,3,1,4,0,0.0,2024-12-31,9999-12-31,1,France
3100,15643496,34,Female,60,730,2,0,NULL,8837.16,73643.03666666665,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3102,15643574,26,Male,96,682,3,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3109,15643696,49,Male,36,611,2,0,NULL,0.0,0.0,4.52,9,2,1,0,0.0,2024-12-31,9999-12-31,1,France
3110,15643752,25,Male,60,540,1,0,NULL,13850.52,115421.01333333332,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3111,15643770,52,Female,60,682,1,1,2024-03,13287.51,110729.24733333333,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3113,15643819,25,Female,48,714,1,0,NULL,0.0,0.0,NULL,1,1,1,1,1.0,2024-12-31,9999-12-31,1,France
3114,15643824,33,Male,0,637,2,0,NULL,0.0,130833.48625,NULL,4,3,5,0,0.0,2024-12-31,9999-12-31,1,France
3115,15643826,32,Male,48,503,3,0,NULL,0.0,0.0,-4.7,1,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3116,15643828,29,Male,84,592,2,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3117,15643865,40,Female,36,601,1,1,2024-01,6488.14,90113.00076923077,NULL,1,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3118,15643903,27,Male,12,619,1,0,NULL,3701.65,154235.43541666665,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,France
3119,15643908,49,Female,120,433,1,0,NULL,0.0,0.0,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3122,15643967,37,Female,48,652,2,1,2024-03,8671.44,90327.47866666668,-2.72,2,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3123,15644005,33,Female,108,571,3,0,NULL,0.0,0.0,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3125,15644119,31,Male,36,531,1,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3126,15644132,30,Female,108,724,1,0,NULL,30684.14,142056.22416666665,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,France
3128,15644179,39,Female,36,606,2,1,2024-06,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3131,15644280,45,Male,48,593,1,0,NULL,13405.39,139639.45708333334,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3133,15644296,30,Female,96,740,1,0,NULL,20104.87,104712.86208333333,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,France
3136,15644361,40,Female,12,702,1,1,2024-05,2475.11,103129.70411764708,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3137,15644400,44,Male,108,709,1,0,NULL,28249.93,130786.73291666666,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3138,15644446,28,Female,72,672,1,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3140,15644501,26,Female,120,579,1,0,NULL,39083.53,162848.0625,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3142,15644572,40,Male,48,501,1,0,NULL,12478.33,129982.61666666668,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3145,15644692,47,Female,96,546,1,1,2024-01,0.0,0.0,NULL,2,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3146,15644699,40,Female,0,850,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3147,15644724,31,Male,48,472,3,0,NULL,5546.03,57771.18541666667,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3150,15644788,30,Female,60,731,2,0,NULL,0.0,0.0,NULL,2,1,0,0,NULL,2024-12-31,9999-12-31,1,France
3152,15644833,54,Male,24,675,1,1,2024-06,0.0,0.0,NULL,1,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3153,15644849,32,Female,24,655,1,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3158,15644934,26,Male,108,466,1,0,NULL,22211.82,102832.47708333332,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3159,15644962,21,Male,48,745,1,0,NULL,13275.69,138288.435,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3160,15644977,31,Female,60,776,1,0,NULL,0.0,0.0,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3163,15645045,38,Female,108,659,1,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3164,15645059,28,Female,96,711,3,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3165,15645095,28,Female,36,674,1,0,NULL,0.0,0.0,NULL,1,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3168,15645184,29,Male,24,701,2,0,NULL,0.0,0.0,-10.040000000000001,4,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3170,15645248,30,Female,0,510,2,0,NULL,0.0,0.0,17.43,1,0,2,1,0.5,2024-12-31,9999-12-31,1,France
3171,15645269,42,Female,48,583,3,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3174,15645323,55,Male,24,630,2,1,2024-09,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3175,15645353,26,Male,12,607,1,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3178,15645404,51,Female,48,625,3,1,2024-01,11797.16,122887.06461538462,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3179,15645463,27,Female,60,843,2,0,NULL,0.0,0.0,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,France
3180,15645496,43,Female,84,648,1,0,NULL,23201.15,138102.10291666663,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3183,15645543,34,Female,36,636,1,0,NULL,0.0,0.0,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3187,15645572,40,Female,72,743,2,1,2024-03,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3188,15645593,41,Female,24,599,1,0,NULL,4386.7,91389.58041666665,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3192,15645717,62,Male,24,732,2,0,NULL,0.0,0.0,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3193,15645744,30,Female,60,826,3,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3195,15645772,33,Male,108,661,2,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3197,15645815,45,Male,60,615,3,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3198,15645820,27,Male,84,698,3,0,NULL,0.0,0.0,-11.75,3,2,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3199,15645835,32,Male,108,605,1,0,NULL,0.0,0.0,-13.825,8,5,4,0,0.0,2024-12-31,9999-12-31,1,France
3200,15645839,37,Male,72,570,1,0,NULL,0.0,0.0,NULL,1,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3203,15645904,33,Female,72,685,1,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3207,15646037,77,Male,108,641,3,0,NULL,0.0,0.0,NULL,1,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3208,15646082,34,Female,96,676,2,1,2024-08,16272.37,84751.9105,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3212,15646190,56,Female,0,677,1,1,2024-09,0.0,119343.72,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3214,15646227,27,Female,12,682,1,0,NULL,2408.56,100356.80208333333,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3215,15646262,31,Male,84,622,2,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3216,15646276,32,Female,24,831,1,0,NULL,7162.53,149219.37541666665,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3217,15646302,24,Female,84,705,1,0,NULL,16638.77,99040.29541666668,-8.12,3,1,0,0,NULL,2024-12-31,9999-12-31,1,France
3221,15646372,66,Female,12,616,1,1,2024-04,3267.08,136128.27375,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3224,15646513,42,Male,60,803,2,1,2024-04,0.0,0.0,NULL,2,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3226,15646535,46,Male,60,578,1,0,NULL,13853.25,115443.74375000001,4.0,2,1,1,0,0.0,2024-12-31,9999-12-31,1,France
3227,15646539,31,Male,36,531,2,0,NULL,6769.46,94020.32083333335,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3229,15646563,35,Female,108,772,1,0,NULL,0.0,0.0,-0.7250000000000001,3,2,4,1,0.25,2024-12-31,9999-12-31,1,France
3230,15646566,58,Female,108,763,2,0,NULL,40477.38,187395.25958333336,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3231,15646594,41,Male,60,749,1,0,NULL,6985.56,58212.96125,NULL,2,2,3,0,0.0,2024-12-31,9999-12-31,1,France
3232,15646609,33,Male,12,748,1,0,NULL,3429.4,142891.71624999997,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3234,15646632,38,Male,108,741,3,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3236,15646726,43,Male,60,672,1,0,NULL,0.0,0.0,-17.43,1,0,1,1,1.0,2024-12-31,9999-12-31,1,France
3237,15646756,33,Female,96,682,1,0,NULL,14302.63,74492.85083333334,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3239,15646784,31,Female,24,529,2,0,NULL,7716.49,160760.1425,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3241,15646817,51,Male,108,769,2,0,NULL,34224.05,158444.69375,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,France
3248,15647099,37,Female,108,633,1,0,NULL,33787.64,156424.24416666667,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3250,15647191,36,Male,48,677,2,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3251,15647203,35,Female,36,750,2,0,NULL,0.0,0.0,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,France
3252,15647207,26,Male,84,609,2,0,NULL,0.0,0.0,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3255,15647292,63,Male,84,697,1,1,2024-08,25226.81,150159.568,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,France
3256,15647295,34,Male,108,426,1,0,NULL,0.0,0.0,5.085,11,4,1,1,1.0,2024-12-31,9999-12-31,1,France
3258,15647306,29,Female,108,777,1,1,2024-07,27794.19,128676.7910526316,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3260,15647333,27,Male,48,621,1,0,NULL,13113.15,136595.30791666667,NULL,1,1,1,0,0.0,2024-12-31,9999-12-31,1,France
3262,15647402,38,Female,36,628,2,0,NULL,0.0,0.0,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,France
3263,15647453,42,Male,48,721,1,0,NULL,9759.63,101662.77375,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3264,15647474,40,Female,108,613,2,0,NULL,20463.4,94737.96333333332,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,France
3268,15647725,61,Female,60,675,4,1,2024-07,7584.8,63206.70368421051,1.68,7,3,1,0,0.0,2024-12-31,9999-12-31,1,France
3270,15647800,34,Female,72,850,2,0,NULL,14763.58,102524.86958333333,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3271,15647807,40,Male,96,642,1,0,NULL,20816.56,108419.56125000001,NULL,2,1,3,0,0.0,2024-12-31,9999-12-31,1,France
3274,15647890,37,Male,108,691,2,0,NULL,32278.54,149437.67875,6.984999999999999,10,7,0,0,NULL,2024-12-31,9999-12-31,1,France
3276,15647965,57,Female,108,477,3,1,2024-03,24853.64,115063.14800000002,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3277,15647974,44,Female,36,679,1,0,NULL,8266.89,114817.87166666664,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3283,15648064,33,Male,24,649,2,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3284,15648067,39,Male,12,583,2,0,NULL,3134.73,130613.84458333334,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3285,15648069,36,Female,72,850,2,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3291,15648320,31,Female,84,658,1,0,NULL,20643.32,122876.87833333334,-8.7,2,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3296,15648479,45,Female,0,655,2,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3297,15648489,53,Male,48,487,1,1,2024-06,18906.01,196937.64,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3298,15648577,31,Female,36,493,1,1,2024-09,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3300,15648681,47,Female,60,747,3,1,2024-06,17471.05,145592.07611111112,-0.9750000000000003,9,5,2,1,0.5,2024-12-31,9999-12-31,1,France
3302,15648721,64,Male,48,711,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3303,15648725,41,Male,36,660,2,0,NULL,0.0,0.0,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3304,15648735,37,Male,96,718,3,0,NULL,0.0,0.0,-1.97,3,1,2,0,0.0,2024-12-31,9999-12-31,1,France
3308,15648858,27,Female,12,666,1,0,NULL,2063.46,85977.37958333334,NULL,1,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3309,15648876,34,Female,60,501,1,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3315,15648989,37,Male,48,850,1,0,NULL,12358.35,128732.81166666666,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3316,15649024,39,Female,108,748,1,1,2024-04,28762.09,133157.835625,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3320,15649086,42,Male,84,596,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3321,15649101,40,Male,120,601,1,0,NULL,30204.94,125853.90833333333,-14.73,1,1,5,1,0.2,2024-12-31,9999-12-31,1,France
3323,15649121,52,Male,36,665,2,1,2024-07,0.0,0.0,NULL,1,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3324,15649124,30,Male,108,850,1,0,NULL,26720.26,123704.91583333333,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,France
3325,15649129,32,Male,108,757,2,0,NULL,0.0,0.0,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3326,15649136,43,Female,72,650,1,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3327,15649150,53,Female,60,531,2,1,2024-01,14955.2,124626.62923076922,NULL,1,1,3,0,0.0,2024-12-31,9999-12-31,1,France
3328,15649160,38,Female,36,554,1,0,NULL,10073.77,139913.5183333333,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3333,15649292,49,Female,84,748,1,1,2024-06,5188.69,30885.084444444452,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,France
3334,15649297,62,Female,48,605,1,0,NULL,10498.62,109360.63791666669,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
3336,15649359,36,Male,12,587,3,0,NULL,0.0,0.0,0.5249999999999999,7,4,0,0,NULL,2024-12-31,9999-12-31,1,France
3337,15649379,46,Female,36,850,3,0,NULL,0.0,0.0,NULL,0,0,4,2,0.5,2024-12-31,9999-12-31,1,France
3338,15649414,61,Female,72,570,1,0,NULL,20555.96,142749.69958333333,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,France
3339,15649418,29,Female,84,776,2,0,NULL,29494.18,175560.62291666665,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,France
3340,15649423,35,Female,96,580,2,0,NULL,0.0,0.0,5.515,4,2,4,1,0.25,2024-12-31,9999-12-31,1,France
3341,15649430,28,Male,48,723,2,0,NULL,0.0,0.0,NULL,0,0,2,2,1.0,2024-12-31,9999-12-31,1,France
3343,15649451,25,Male,108,746,2,0,NULL,0.0,0.0,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,France
3347,15649523,38,Male,12,581,2,0,NULL,0.0,0.0,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,France
3352,15649738,46,Female,0,698,3,0,NULL,0.0,0.0,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,France
