offer_id,customer_id,offer_type,accepted,date_offered
OFF006950,15659175,insurance_bundle,0,2024-06-07
OFF006951,15597033,loan_preapproval,0,2024-11-04
OFF006952,15597033,fee_waiver,0,2024-08-01
OFF006953,15597033,credit_card_upgrade,0,2024-05-17
OFF006954,15597033,savings_bonus,0,2024-08-03
OFF006955,15597033,loan_preapproval,1,2023-11-04
OFF006956,15654211,fee_waiver,0,2024-06-25
OFF006957,15654211,loan_preapproval,0,2024-10-02
OFF006958,15654211,loan_preapproval,0,2023-11-30
OFF006959,15707968,savings_bonus,0,2024-06-06
OFF006960,15594084,savings_bonus,0,2023-02-10
OFF006961,15594084,fee_waiver,0,2023-08-18
OFF006962,15594084,fee_waiver,0,2024-02-25
OFF006963,15651093,savings_bonus,0,2023-06-01
OFF006964,15651093,credit_card_upgrade,0,2023-06-20
OFF006965,15798824,insurance_bundle,0,2023-06-01
OFF006966,15707189,savings_bonus,1,2023-08-02
OFF006967,15707189,loan_preapproval,1,2023-01-22
OFF006968,15641640,fee_waiver,0,2023-10-26
OFF006969,15641640,insurance_bundle,0,2024-08-30
OFF006970,15641640,credit_card_upgrade,0,2023-01-04
OFF006971,15641640,fee_waiver,0,2024-08-04
OFF006972,15667751,credit_card_upgrade,0,2023-01-03
OFF006973,15667751,credit_card_upgrade,0,2023-04-05
OFF006974,15669411,fee_waiver,0,2024-10-04
OFF006975,15669411,loan_preapproval,0,2023-05-23
OFF006976,15669411,insurance_bundle,0,2024-04-12
OFF006977,15789425,fee_waiver,0,2024-08-14
OFF006978,15789425,insurance_bundle,0,2024-09-24
OFF006979,15789425,credit_card_upgrade,0,2024-07-08
OFF006980,15789425,savings_bonus,0,2023-03-26
OFF006981,15789425,fee_waiver,0,2023-09-22
OFF006982,15570943,loan_preapproval,1,2023-01-24
OFF006983,15570943,fee_waiver,0,2024-08-26
OFF006984,15570943,fee_waiver,0,2023-08-13
OFF006985,15685829,insurance_bundle,1,2023-04-10
OFF006986,15721917,loan_preapproval,0,2023-03-26
OFF006987,15721917,credit_card_upgrade,0,2023-03-29
OFF006988,15721917,savings_bonus,1,2024-09-10
OFF006989,15721917,fee_waiver,0,2024-12-11
OFF006990,15721917,savings_bonus,0,2023-05-25
OFF006991,15776047,savings_bonus,0,2023-01-19
OFF006992,15776047,loan_preapproval,0,2024-11-11
OFF006993,15776047,credit_card_upgrade,1,2023-07-28
OFF006994,15776047,savings_bonus,0,2023-10-12
OFF006995,15716024,insurance_bundle,1,2023-11-26
OFF006996,15716024,insurance_bundle,0,2024-09-13
OFF006997,15716024,fee_waiver,0,2024-08-18
OFF006998,15675328,savings_bonus,0,2024-03-18
OFF006999,15675328,insurance_bundle,0,2023-02-24
OFF007000,15675328,credit_card_upgrade,1,2023-05-22
OFF007001,15675328,savings_bonus,0,2023-01-17
OFF007002,15675328,loan_preapproval,0,2024-07-06
OFF007003,15658339,fee_waiver,0,2023-05-22
OFF007004,15658339,loan_preapproval,0,2024-09-02
OFF007005,15658339,savings_bonus,0,2023-06-02
OFF007006,15658339,insurance_bundle,0,2024-06-27
OFF007007,15658339,savings_bonus,0,2023-03-13
OFF007008,15630402,savings_bonus,0,2023-05-20
OFF007009,15630402,insurance_bundle,0,2024-01-03
OFF007010,15630402,loan_preapproval,0,2023-06-13
OFF007011,15689616,savings_bonus,0,2023-01-18
OFF007012,15701291,credit_card_upgrade,0,2023-04-07
OFF007013,15701291,fee_waiver,0,2024-07-18
OFF007014,15719606,savings_bonus,1,2023-04-29
OFF007015,15719606,insurance_bundle,0,2024-10-05
OFF007016,15719606,loan_preapproval,0,2023-12-02
OFF007017,15719606,savings_bonus,0,2023-10-21
OFF007018,15719606,insurance_bundle,1,2023-02-02
OFF007019,15646859,fee_waiver,0,2023-02-26
OFF007020,15646859,savings_bonus,0,2023-01-25
OFF007021,15646859,credit_card_upgrade,1,2024-07-29
OFF007022,15606836,fee_waiver,0,2023-03-30
OFF007023,15810944,loan_preapproval,0,2023-05-11
OFF007024,15810944,fee_waiver,0,2024-10-04
OFF007025,15810944,insurance_bundle,1,2023-04-02
OFF007026,15810944,loan_preapproval,1,2023-09-28
OFF007027,15810944,fee_waiver,0,2023-01-12
OFF007028,15668575,insurance_bundle,0,2023-11-29
OFF007029,15668575,loan_preapproval,0,2023-09-22
OFF007030,15668575,savings_bonus,0,2023-02-17
OFF007031,15603246,loan_preapproval,0,2024-03-26
OFF007032,15603246,insurance_bundle,0,2024-10-11
OFF007033,15804002,insurance_bundle,0,2023-01-26
OFF007034,15804002,credit_card_upgrade,0,2023-12-07
OFF007035,15728773,credit_card_upgrade,0,2024-10-02
OFF007036,15598044,savings_bonus,0,2023-06-02
OFF007037,15694829,loan_preapproval,0,2024-03-07
OFF007038,15694829,credit_card_upgrade,0,2024-02-24
OFF007039,15600575,loan_preapproval,0,2023-11-22
OFF007040,15600575,credit_card_upgrade,0,2023-05-10
OFF007041,15600575,insurance_bundle,0,2023-07-07
OFF007042,15600575,insurance_bundle,0,2023-01-04
OFF007043,15727311,insurance_bundle,0,2024-12-21
OFF007044,15727311,insurance_bundle,0,2024-12-16
OFF007045,15727311,insurance_bundle,0,2023-05-14
OFF007046,15727311,savings_bonus,0,2024-09-28
OFF007047,15570769,insurance_bundle,0,2024-03-28
OFF007048,15570769,fee_waiver,0,2023-10-04
OFF007049,15570769,fee_waiver,0,2024-04-23
OFF007050,15746139,loan_preapproval,0,2024-10-16
OFF007051,15746139,loan_preapproval,0,2023-02-07
OFF007052,15746139,insurance_bundle,0,2023-04-22
OFF007053,15746139,fee_waiver,0,2024-08-02
OFF007054,15746139,insurance_bundle,0,2023-05-30
OFF007055,15704987,loan_preapproval,0,2023-10-06
OFF007056,15628972,savings_bonus,1,2024-03-05
OFF007057,15697686,insurance_bundle,0,2023-04-24
OFF007058,15697686,loan_preapproval,1,2024-10-14
OFF007059,15697686,insurance_bundle,0,2024-09-11
OFF007060,15697686,savings_bonus,0,2023-09-20
OFF007061,15697686,fee_waiver,0,2023-01-18
OFF007062,15733883,savings_bonus,0,2024-10-20
OFF007063,15733883,credit_card_upgrade,0,2023-04-14
OFF007064,15733883,fee_waiver,0,2023-07-20
OFF007065,15617482,fee_waiver,1,2023-05-31
OFF007066,15617482,insurance_bundle,0,2024-11-15
OFF007067,15617482,insurance_bundle,0,2023-08-19
OFF007068,15617482,savings_bonus,0,2023-10-22
OFF007069,15704583,fee_waiver,0,2023-03-08
OFF007070,15704583,fee_waiver,0,2024-08-23
OFF007071,15704583,insurance_bundle,0,2024-02-19
OFF007072,15704583,insurance_bundle,0,2023-01-19
OFF007073,15621083,credit_card_upgrade,0,2023-02-14
OFF007074,15621083,loan_preapproval,1,2024-01-15
OFF007075,15649487,loan_preapproval,0,2023-10-13
OFF007076,15649487,credit_card_upgrade,0,2023-07-10
OFF007077,15736760,credit_card_upgrade,1,2024-02-16
OFF007078,15599081,fee_waiver,0,2024-06-24
OFF007079,15599081,insurance_bundle,1,2023-09-03
OFF007080,15705113,loan_preapproval,1,2024-10-19
OFF007081,15705113,fee_waiver,0,2023-03-01
OFF007082,15705113,loan_preapproval,0,2024-12-16
OFF007083,15631159,credit_card_upgrade,0,2024-07-17
OFF007084,15792818,fee_waiver,0,2023-02-20
OFF007085,15792818,credit_card_upgrade,1,2023-10-10
OFF007086,15792818,credit_card_upgrade,0,2023-08-03
OFF007087,15792818,savings_bonus,0,2024-05-01
OFF007088,15744529,credit_card_upgrade,0,2024-05-23
OFF007089,15669656,credit_card_upgrade,0,2024-04-22
OFF007090,15669656,fee_waiver,0,2023-04-18
OFF007091,15669656,insurance_bundle,0,2023-06-09
OFF007092,15669656,savings_bonus,0,2024-09-23
OFF007093,15669656,credit_card_upgrade,0,2023-09-22
OFF007094,15729054,savings_bonus,0,2024-10-13
OFF007095,15729054,insurance_bundle,0,2023-12-03
OFF007096,15729054,savings_bonus,0,2024-10-05
OFF007097,15729054,credit_card_upgrade,1,2024-03-24
OFF007098,15573452,loan_preapproval,0,2023-06-19
OFF007099,15573452,credit_card_upgrade,1,2023-06-20
OFF007100,15776733,fee_waiver,0,2024-03-30
OFF007101,15776733,fee_waiver,0,2024-04-27
OFF007102,15776733,loan_preapproval,0,2024-09-05
OFF007103,15776733,credit_card_upgrade,0,2024-04-24
OFF007104,15713144,credit_card_upgrade,0,2024-07-19
OFF007105,15713144,fee_waiver,1,2024-09-22
OFF007106,15713144,insurance_bundle,0,2023-06-08
OFF007107,15690188,loan_preapproval,0,2024-08-25
OFF007108,15689425,insurance_bundle,0,2024-05-17
OFF007109,15689425,credit_card_upgrade,0,2024-05-11
OFF007110,15689425,savings_bonus,0,2023-02-11
OFF007111,15689425,insurance_bundle,0,2024-07-27
OFF007112,15689425,credit_card_upgrade,0,2023-01-08
OFF007113,15671766,savings_bonus,0,2024-11-20
OFF007114,15782806,fee_waiver,0,2023-12-27
OFF007115,15782806,insurance_bundle,0,2024-05-27
OFF007116,15782806,credit_card_upgrade,1,2024-10-28
OFF007117,15782806,savings_bonus,0,2023-10-28
OFF007118,15782806,loan_preapproval,0,2023-05-19
OFF007119,15764419,insurance_bundle,0,2023-06-16
OFF007120,15772798,fee_waiver,1,2024-01-29
OFF007121,15772798,fee_waiver,0,2024-01-27
OFF007122,15772798,fee_waiver,0,2024-04-11
OFF007123,15792008,insurance_bundle,0,2023-01-21
OFF007124,15792008,insurance_bundle,0,2024-11-29
OFF007125,15715541,savings_bonus,1,2024-09-26
OFF007126,15715541,credit_card_upgrade,0,2024-01-09
OFF007127,15715541,loan_preapproval,1,2023-02-26
OFF007128,15715541,credit_card_upgrade,0,2023-11-02
OFF007129,15715541,loan_preapproval,0,2023-01-05
OFF007130,15639277,credit_card_upgrade,0,2024-01-08
OFF007131,15639277,credit_card_upgrade,0,2024-10-26
OFF007132,15639277,fee_waiver,0,2023-06-10
OFF007133,15798850,loan_preapproval,0,2024-12-12
OFF007134,15798850,credit_card_upgrade,0,2023-08-16
OFF007135,15776348,loan_preapproval,0,2023-10-27
OFF007136,15776348,fee_waiver,1,2023-01-25
OFF007137,15776348,credit_card_upgrade,0,2023-04-20
OFF007138,15776348,insurance_bundle,0,2023-03-18
OFF007139,15793813,loan_preapproval,1,2023-04-14
OFF007140,15793813,savings_bonus,0,2024-01-22
OFF007141,15694395,savings_bonus,0,2024-07-17
OFF007142,15694395,insurance_bundle,0,2024-02-18
OFF007143,15694395,loan_preapproval,0,2024-09-21
OFF007144,15764195,loan_preapproval,0,2023-04-03
OFF007145,15764195,credit_card_upgrade,1,2023-01-18
OFF007146,15671655,insurance_bundle,0,2023-06-09
OFF007147,15671655,insurance_bundle,0,2024-08-22
OFF007148,15654901,credit_card_upgrade,0,2023-09-10
OFF007149,15654901,fee_waiver,0,2023-04-24
OFF007150,15654901,loan_preapproval,0,2023-03-20
OFF007151,15649136,insurance_bundle,0,2023-04-11
OFF007152,15649136,loan_preapproval,0,2024-01-17
OFF007153,15649136,fee_waiver,0,2023-04-11
OFF007154,15775562,savings_bonus,0,2024-01-21
OFF007155,15775562,credit_card_upgrade,0,2024-09-04
OFF007156,15807481,loan_preapproval,0,2024-01-28
OFF007157,15807481,credit_card_upgrade,0,2023-10-27
OFF007158,15807481,insurance_bundle,0,2024-01-14
OFF007159,15642885,insurance_bundle,0,2024-04-24
OFF007160,15642885,loan_preapproval,1,2023-03-08
OFF007161,15789109,credit_card_upgrade,1,2023-07-28
OFF007162,15789109,credit_card_upgrade,0,2024-04-19
OFF007163,15789109,credit_card_upgrade,0,2023-09-27
OFF007164,15814004,insurance_bundle,0,2024-10-18
OFF007165,15814004,loan_preapproval,0,2023-03-04
OFF007166,15814004,loan_preapproval,1,2023-11-22
OFF007167,15814004,savings_bonus,0,2024-06-26
OFF007168,15814004,credit_card_upgrade,0,2024-03-28
OFF007169,15673619,credit_card_upgrade,0,2024-05-30
OFF007170,15673619,savings_bonus,0,2024-11-18
OFF007171,15595135,insurance_bundle,1,2024-07-30
OFF007172,15583681,savings_bonus,0,2024-02-08
OFF007173,15605000,fee_waiver,0,2023-06-01
OFF007174,15605000,insurance_bundle,0,2024-06-12
OFF007175,15605000,savings_bonus,0,2024-04-04
OFF007176,15605000,insurance_bundle,0,2023-05-20
OFF007177,15605000,credit_card_upgrade,0,2024-01-22
OFF007178,15718071,loan_preapproval,0,2023-03-11
OFF007179,15718071,loan_preapproval,0,2023-08-02
OFF007180,15718071,fee_waiver,0,2024-02-15
OFF007181,15718071,insurance_bundle,0,2023-05-22
OFF007182,15718071,savings_bonus,0,2023-08-12
OFF007183,15679760,insurance_bundle,0,2024-05-01
OFF007184,15679760,fee_waiver,1,2024-11-18
OFF007185,15679760,credit_card_upgrade,0,2024-06-13
OFF007186,15679760,fee_waiver,0,2024-08-28
OFF007187,15654574,loan_preapproval,0,2024-12-11
OFF007188,15654574,savings_bonus,0,2023-08-29
OFF007189,15654574,savings_bonus,1,2023-01-27
OFF007190,15654574,fee_waiver,0,2024-09-10
OFF007191,15654574,loan_preapproval,0,2024-08-14
OFF007192,15577178,credit_card_upgrade,0,2023-12-02
OFF007193,15577178,fee_waiver,0,2024-03-15
OFF007194,15577178,savings_bonus,0,2023-11-18
OFF007195,15595324,savings_bonus,0,2023-03-01
OFF007196,15756932,insurance_bundle,0,2024-04-19
OFF007197,15756932,insurance_bundle,0,2023-12-19
OFF007198,15756932,savings_bonus,0,2023-03-20
OFF007199,15756932,fee_waiver,0,2023-01-29
OFF007200,15756932,loan_preapproval,0,2024-06-23
OFF007201,15726358,loan_preapproval,0,2024-05-03
OFF007202,15726358,loan_preapproval,0,2023-05-14
OFF007203,15595228,loan_preapproval,0,2024-12-24
OFF007204,15595228,loan_preapproval,0,2024-10-20
OFF007205,15595228,loan_preapproval,0,2023-04-19
OFF007206,15592877,savings_bonus,0,2024-05-16
OFF007207,15592877,insurance_bundle,0,2024-05-18
OFF007208,15592877,credit_card_upgrade,0,2023-02-28
OFF007209,15651983,loan_preapproval,0,2024-07-10
OFF007210,15651983,savings_bonus,1,2023-10-02
OFF007211,15746737,insurance_bundle,0,2023-08-27
OFF007212,15746737,credit_card_upgrade,0,2023-04-17
OFF007213,15746737,insurance_bundle,0,2023-01-09
OFF007214,15746737,loan_preapproval,0,2023-07-03
OFF007215,15774179,credit_card_upgrade,0,2024-02-28
OFF007216,15667265,fee_waiver,1,2023-09-30
OFF007217,15667265,loan_preapproval,0,2023-10-03
OFF007218,15667265,insurance_bundle,0,2023-03-04
OFF007219,15667265,insurance_bundle,0,2023-03-15
OFF007220,15655123,insurance_bundle,0,2023-01-20
OFF007221,15655123,loan_preapproval,0,2023-03-24
OFF007222,15655123,insurance_bundle,0,2024-04-01
OFF007223,15668385,credit_card_upgrade,0,2023-10-26
OFF007224,15668385,fee_waiver,0,2023-07-09
OFF007225,15709476,insurance_bundle,0,2023-10-14
OFF007226,15709476,insurance_bundle,0,2023-04-26
OFF007227,15709476,insurance_bundle,0,2023-10-13
OFF007228,15711218,insurance_bundle,0,2024-07-22
OFF007229,15711218,credit_card_upgrade,0,2024-07-30
OFF007230,15711218,credit_card_upgrade,0,2023-11-29
OFF007231,15798659,credit_card_upgrade,0,2023-12-25
OFF007232,15798659,fee_waiver,0,2024-07-17
OFF007233,15663939,credit_card_upgrade,0,2023-08-13
OFF007234,15663939,fee_waiver,0,2024-04-18
OFF007235,15694946,loan_preapproval,0,2024-05-20
OFF007236,15694946,loan_preapproval,0,2023-03-31
OFF007237,15694946,loan_preapproval,0,2023-05-01
OFF007238,15694946,insurance_bundle,0,2024-10-29
OFF007239,15694946,credit_card_upgrade,0,2024-07-30
OFF007240,15631912,credit_card_upgrade,0,2024-03-16
OFF007241,15631912,insurance_bundle,0,2024-10-23
OFF007242,15631912,savings_bonus,0,2024-04-09
OFF007243,15768816,fee_waiver,0,2023-12-31
OFF007244,15682268,fee_waiver,0,2024-09-30
OFF007245,15684801,fee_waiver,0,2024-04-08
OFF007246,15684801,credit_card_upgrade,0,2024-07-13
OFF007247,15684801,insurance_bundle,0,2023-01-03
OFF007248,15684801,insurance_bundle,0,2024-01-08
OFF007249,15684801,insurance_bundle,0,2023-01-23
OFF007250,15636428,credit_card_upgrade,0,2024-11-12
OFF007251,15809823,credit_card_upgrade,0,2023-06-25
OFF007252,15809823,fee_waiver,1,2023-07-10
OFF007253,15809823,credit_card_upgrade,0,2023-11-03
OFF007254,15809823,loan_preapproval,0,2023-10-14
OFF007255,15809823,savings_bonus,0,2023-02-05
OFF007256,15699284,loan_preapproval,0,2023-06-10
OFF007257,15699284,savings_bonus,0,2023-09-11
OFF007258,15699284,loan_preapproval,0,2023-06-21
OFF007259,15699284,loan_preapproval,0,2023-02-11
OFF007260,15786993,savings_bonus,0,2023-12-06
OFF007261,15709441,credit_card_upgrade,1,2023-08-20
OFF007262,15709441,savings_bonus,0,2024-11-30
OFF007263,15582492,insurance_bundle,0,2024-07-21
OFF007264,15575694,savings_bonus,0,2023-08-02
OFF007265,15575694,fee_waiver,0,2023-09-09
OFF007266,15575694,loan_preapproval,0,2023-10-29
OFF007267,15575694,loan_preapproval,0,2023-06-17
OFF007268,15756820,insurance_bundle,0,2024-07-04
OFF007269,15756820,credit_card_upgrade,0,2024-07-05
OFF007270,15756820,loan_preapproval,0,2023-10-03
OFF007271,15756820,savings_bonus,1,2024-08-16
OFF007272,15593014,savings_bonus,0,2024-02-07
OFF007273,15593014,savings_bonus,0,2024-09-18
OFF007274,15593014,fee_waiver,0,2023-02-27
OFF007275,15675949,loan_preapproval,0,2024-02-16
OFF007276,15672091,credit_card_upgrade,0,2023-11-13
OFF007277,15801658,savings_bonus,0,2023-03-09
OFF007278,15801658,credit_card_upgrade,0,2024-09-01
OFF007279,15801658,savings_bonus,0,2024-08-02
OFF007280,15801658,loan_preapproval,0,2023-12-17
OFF007281,15706185,credit_card_upgrade,0,2023-07-05
OFF007282,15706185,insurance_bundle,0,2024-12-20
OFF007283,15706185,loan_preapproval,1,2024-01-17
OFF007284,15706185,loan_preapproval,0,2023-05-12
OFF007285,15789863,savings_bonus,0,2023-06-04
OFF007286,15789863,fee_waiver,0,2024-02-13
OFF007287,15789863,savings_bonus,0,2023-05-26
OFF007288,15720943,credit_card_upgrade,0,2024-03-11
OFF007289,15720943,credit_card_upgrade,0,2023-08-23
OFF007290,15720943,credit_card_upgrade,1,2024-08-30
OFF007291,15720943,loan_preapproval,0,2024-06-29
OFF007292,15720943,savings_bonus,0,2023-05-21
OFF007293,15697997,credit_card_upgrade,0,2024-12-23
OFF007294,15697997,credit_card_upgrade,1,2024-12-08
OFF007295,15665416,savings_bonus,0,2023-11-22
OFF007296,15619653,loan_preapproval,0,2023-05-23
OFF007297,15619653,credit_card_upgrade,0,2023-04-18
OFF007298,15773447,loan_preapproval,0,2023-02-20
OFF007299,15773447,fee_waiver,0,2024-05-11
OFF007300,15739160,insurance_bundle,0,2023-09-25
OFF007301,15739160,insurance_bundle,0,2023-05-10
OFF007302,15739160,savings_bonus,0,2023-09-15
OFF007303,15739160,loan_preapproval,0,2023-04-06
OFF007304,15689237,fee_waiver,0,2023-09-18
OFF007305,15689237,savings_bonus,0,2024-07-06
OFF007306,15689237,credit_card_upgrade,0,2023-01-08
OFF007307,15689237,savings_bonus,0,2024-05-09
OFF007308,15679297,credit_card_upgrade,0,2024-10-11
OFF007309,15679297,insurance_bundle,0,2023-07-23
OFF007310,15679297,loan_preapproval,0,2023-06-24
OFF007311,15591433,fee_waiver,0,2024-03-16
OFF007312,15591433,savings_bonus,1,2024-09-24
OFF007313,15591433,credit_card_upgrade,0,2024-04-23
OFF007314,15591433,fee_waiver,0,2024-03-19
OFF007315,15642725,credit_card_upgrade,0,2023-12-08
OFF007316,15642725,fee_waiver,0,2024-01-03
OFF007317,15701962,fee_waiver,0,2024-07-08
OFF007318,15701962,loan_preapproval,0,2023-11-25
OFF007319,15701962,insurance_bundle,0,2024-05-04
OFF007320,15701962,loan_preapproval,0,2023-06-26
OFF007321,15701962,credit_card_upgrade,0,2023-09-30
OFF007322,15811613,insurance_bundle,0,2024-08-21
OFF007323,15811613,loan_preapproval,0,2023-08-10
OFF007324,15811613,savings_bonus,0,2023-03-24
OFF007325,15741049,insurance_bundle,0,2023-06-12
OFF007326,15741049,loan_preapproval,0,2023-12-25
OFF007327,15741049,credit_card_upgrade,0,2024-06-30
OFF007328,15741049,loan_preapproval,0,2024-11-10
OFF007329,15724423,insurance_bundle,0,2023-11-04
OFF007330,15724423,insurance_bundle,0,2024-02-26
OFF007331,15724423,loan_preapproval,0,2023-09-15
OFF007332,15724423,loan_preapproval,0,2023-04-03
OFF007333,15724423,loan_preapproval,0,2023-09-09
OFF007334,15574305,credit_card_upgrade,0,2024-08-10
OFF007335,15574305,loan_preapproval,0,2023-01-14
OFF007336,15678168,insurance_bundle,0,2024-12-11
OFF007337,15678168,insurance_bundle,1,2024-02-24
OFF007338,15678168,insurance_bundle,1,2023-12-17
OFF007339,15678168,credit_card_upgrade,0,2024-01-05
OFF007340,15697020,loan_preapproval,0,2024-05-03
OFF007341,15697020,savings_bonus,0,2023-01-20
OFF007342,15697020,loan_preapproval,0,2023-02-21
OFF007343,15610801,credit_card_upgrade,0,2023-09-09
OFF007344,15610801,savings_bonus,0,2024-07-05
OFF007345,15610801,fee_waiver,0,2023-06-14
OFF007346,15610801,savings_bonus,0,2023-04-06
OFF007347,15610801,credit_card_upgrade,0,2023-08-16
OFF007348,15745232,credit_card_upgrade,0,2024-03-05
OFF007349,15745232,credit_card_upgrade,0,2023-05-28
OFF007350,15745232,insurance_bundle,0,2023-02-08
OFF007351,15722758,insurance_bundle,0,2023-04-24
OFF007352,15722758,insurance_bundle,0,2023-02-26
OFF007353,15792102,insurance_bundle,0,2024-02-05
OFF007354,15792102,savings_bonus,0,2024-06-22
OFF007355,15792102,savings_bonus,1,2024-08-09
OFF007356,15675185,loan_preapproval,0,2023-07-24
OFF007357,15675185,savings_bonus,0,2024-03-31
OFF007358,15801247,loan_preapproval,0,2024-11-20
OFF007359,15801247,credit_card_upgrade,0,2023-07-22
OFF007360,15801247,insurance_bundle,1,2024-10-20
OFF007361,15725660,savings_bonus,0,2023-04-06
OFF007362,15725660,insurance_bundle,0,2023-07-24
OFF007363,15725660,credit_card_upgrade,0,2023-10-10
OFF007364,15725660,savings_bonus,1,2023-07-21
OFF007365,15638963,loan_preapproval,0,2024-11-05
OFF007366,15638963,insurance_bundle,0,2024-05-03
OFF007367,15638963,insurance_bundle,0,2023-02-02
OFF007368,15800061,loan_preapproval,0,2024-09-10
OFF007369,15800061,savings_bonus,0,2023-02-16
OFF007370,15800061,savings_bonus,0,2023-03-13
OFF007371,15578006,savings_bonus,0,2023-04-13
OFF007372,15578006,fee_waiver,0,2023-01-21
OFF007373,15578006,credit_card_upgrade,0,2024-05-21
OFF007374,15668504,fee_waiver,0,2023-06-26
OFF007375,15668504,savings_bonus,0,2023-02-12
OFF007376,15668504,loan_preapproval,0,2023-08-13
OFF007377,15668504,insurance_bundle,0,2023-10-01
OFF007378,15610403,loan_preapproval,0,2023-12-20
OFF007379,15610403,insurance_bundle,0,2023-07-21
OFF007380,15610403,fee_waiver,0,2024-08-09
OFF007381,15741094,insurance_bundle,0,2023-01-12
OFF007382,15741094,loan_preapproval,0,2023-10-28
OFF007383,15807909,savings_bonus,0,2024-01-23
OFF007384,15807909,loan_preapproval,0,2024-08-04
OFF007385,15807909,credit_card_upgrade,0,2024-04-23
OFF007386,15807909,loan_preapproval,0,2024-03-20
OFF007387,15666141,savings_bonus,1,2023-01-13
OFF007388,15666141,credit_card_upgrade,0,2023-08-21
OFF007389,15666141,fee_waiver,0,2024-10-02
OFF007390,15666141,savings_bonus,0,2023-10-02
OFF007391,15666141,loan_preapproval,1,2023-10-13
OFF007392,15617134,savings_bonus,0,2024-09-09
OFF007393,15746422,loan_preapproval,0,2023-03-21
OFF007394,15746422,savings_bonus,0,2023-02-21
OFF007395,15746422,savings_bonus,0,2024-10-25
OFF007396,15746422,insurance_bundle,0,2023-10-28
OFF007397,15750839,insurance_bundle,0,2024-06-19
OFF007398,15749130,savings_bonus,0,2023-02-22
OFF007399,15749130,insurance_bundle,0,2023-03-26
OFF007400,15779862,insurance_bundle,0,2023-12-26
OFF007401,15779862,insurance_bundle,0,2024-02-29
OFF007402,15779862,insurance_bundle,0,2024-02-02
OFF007403,15779862,loan_preapproval,0,2023-03-10
OFF007404,15767871,savings_bonus,0,2023-03-31
OFF007405,15767871,fee_waiver,0,2024-06-13
OFF007406,15679651,fee_waiver,0,2023-03-03
OFF007407,15679651,loan_preapproval,0,2024-12-13
OFF007408,15679651,loan_preapproval,0,2023-04-23
OFF007409,15679651,credit_card_upgrade,0,2023-11-12
OFF007410,15679651,savings_bonus,1,2024-04-10
OFF007411,15576219,fee_waiver,0,2023-10-25
OFF007412,15576219,loan_preapproval,0,2024-03-14
OFF007413,15576219,credit_card_upgrade,0,2023-02-07
OFF007414,15576219,loan_preapproval,0,2024-03-30
OFF007415,15576219,savings_bonus,0,2024-08-29
OFF007416,15699247,loan_preapproval,0,2024-02-10
OFF007417,15699247,insurance_bundle,0,2024-11-12
OFF007418,15699247,loan_preapproval,1,2024-02-19
OFF007419,15699247,insurance_bundle,0,2023-05-04
OFF007420,15619087,loan_preapproval,0,2023-07-07
OFF007421,15619087,insurance_bundle,0,2024-05-01
OFF007422,15619087,fee_waiver,0,2023-03-25
OFF007423,15619087,fee_waiver,1,2024-06-08
OFF007424,15605327,fee_waiver,0,2024-03-17
OFF007425,15605327,savings_bonus,0,2023-12-04
OFF007426,15605327,fee_waiver,0,2023-02-17
OFF007427,15610140,insurance_bundle,0,2024-08-09
OFF007428,15610140,insurance_bundle,0,2024-11-27
OFF007429,15610140,loan_preapproval,0,2024-12-11
OFF007430,15791174,fee_waiver,0,2024-02-14
OFF007431,15791174,credit_card_upgrade,0,2023-11-19
OFF007432,15791174,savings_bonus,0,2024-11-17
OFF007433,15791174,savings_bonus,0,2023-05-23
OFF007434,15762605,insurance_bundle,1,2024-10-25
OFF007435,15762605,fee_waiver,0,2024-12-17
OFF007436,15762605,credit_card_upgrade,0,2024-02-16
OFF007437,15762605,insurance_bundle,1,2024-02-05
OFF007438,15762605,loan_preapproval,0,2023-03-04
OFF007439,15744279,loan_preapproval,0,2024-11-23
OFF007440,15744279,credit_card_upgrade,0,2024-08-17
OFF007441,15744279,fee_waiver,0,2024-06-05
OFF007442,15670619,credit_card_upgrade,0,2024-08-03
OFF007443,15670619,fee_waiver,0,2024-05-17
OFF007444,15670619,credit_card_upgrade,0,2024-03-04
OFF007445,15670619,savings_bonus,0,2023-07-28
OFF007446,15599533,insurance_bundle,1,2023-01-07
OFF007447,15757837,insurance_bundle,0,2023-11-12
OFF007448,15757837,fee_waiver,0,2024-02-19
OFF007449,15757837,fee_waiver,0,2023-01-31
OFF007450,15757837,loan_preapproval,0,2024-08-28
OFF007451,15697574,loan_preapproval,0,2023-03-31
OFF007452,15697574,loan_preapproval,0,2023-11-06
OFF007453,15697574,fee_waiver,0,2023-04-26
OFF007454,15697574,savings_bonus,0,2024-08-02
OFF007455,15578738,insurance_bundle,0,2024-01-25
OFF007456,15578738,fee_waiver,0,2024-09-23
OFF007457,15578738,savings_bonus,0,2024-03-25
OFF007458,15578738,loan_preapproval,1,2023-09-22
OFF007459,15762228,fee_waiver,0,2023-10-06
OFF007460,15762228,loan_preapproval,0,2024-06-08
OFF007461,15762228,savings_bonus,0,2023-09-09
OFF007462,15762228,credit_card_upgrade,0,2024-12-11
OFF007463,15614827,credit_card_upgrade,0,2024-07-05
OFF007464,15614827,credit_card_upgrade,0,2024-05-29
OFF007465,15614827,credit_card_upgrade,0,2024-01-21
